household_id,variable,value
25158,hh_income,123320
25158,hh_size,6
25158,num_children,4
25159,hh_income,96005
25159,hh_size,3
25159,num_children,0
25166,hh_income,197903
25166,hh_size,4
25166,num_children,1
25168,hh_income,44253
25168,hh_size,1
25168,num_children,0
25170,hh_income,26669
25170,hh_size,2
25170,num_children,0
25173,hh_income,53101
25173,hh_size,2
25173,num_children,0
25175,hh_income,16285
25175,hh_size,2
25175,num_children,0
25183,hh_income,67365
25183,hh_size,2
25183,num_children,0
25185,hh_income,22102
25185,hh_size,1
25185,num_children,0
25195,hh_income,71054
25195,hh_size,2
25195,num_children,0
25202,hh_income,104575
25202,hh_size,2
25202,num_children,0
25204,hh_income,194572
25204,hh_size,2
25204,num_children,0
25207,hh_income,44813
25207,hh_size,4
25207,num_children,2
25209,hh_income,970
25209,hh_size,1
25209,num_children,0
25211,hh_income,60104
25211,hh_size,1
25211,num_children,0
25226,hh_income,103229
25226,hh_size,3
25226,num_children,1
25227,hh_income,9133
25227,hh_size,1
25227,num_children,0
25233,hh_income,60126
25233,hh_size,1
25233,num_children,0
25236,hh_income,78185
25236,hh_size,1
25236,num_children,0
25238,hh_income,3203
25238,hh_size,1
25238,num_children,0
25240,hh_income,25025
25240,hh_size,1
25240,num_children,0
25244,hh_income,55569
25244,hh_size,2
25244,num_children,0
25263,hh_income,90365
25263,hh_size,5
25263,num_children,1
25272,hh_income,566440
25272,hh_size,3
25272,num_children,1
25277,hh_income,26397
25277,hh_size,2
25277,num_children,0
25278,hh_income,62829
25278,hh_size,3
25278,num_children,0
25290,hh_income,18278
25290,hh_size,1
25290,num_children,0
25291,hh_income,52140
25291,hh_size,1
25291,num_children,0
25304,hh_income,161450
25304,hh_size,2
25304,num_children,0
25308,hh_income,16086
25308,hh_size,1
25308,num_children,0
25314,hh_income,21738
25314,hh_size,1
25314,num_children,0
25318,hh_income,69387
25318,hh_size,3
25318,num_children,0
25321,hh_income,70391
25321,hh_size,4
25321,num_children,2
25328,hh_income,16532
25328,hh_size,2
25328,num_children,0
25335,hh_income,138232
25335,hh_size,2
25335,num_children,0
25336,hh_income,115647
25336,hh_size,4
25336,num_children,2
25349,hh_income,19136
25349,hh_size,3
25349,num_children,2
25354,hh_income,42158
25354,hh_size,1
25354,num_children,0
25357,hh_income,40785
25357,hh_size,3
25357,num_children,1
25364,hh_income,203297
25364,hh_size,2
25364,num_children,0
25372,hh_income,6011
25372,hh_size,1
25372,num_children,0
25381,hh_income,121438
25381,hh_size,2
25381,num_children,0
25384,hh_income,1191
25384,hh_size,2
25384,num_children,0
25390,hh_income,520250
25390,hh_size,3
25390,num_children,1
25391,hh_income,131
25391,hh_size,3
25391,num_children,2
25394,hh_income,67921
25394,hh_size,2
25394,num_children,0
25398,hh_income,15989
25398,hh_size,3
25398,num_children,1
25407,hh_income,14258
25407,hh_size,2
25407,num_children,1
25410,hh_income,22248
25410,hh_size,4
25410,num_children,1
25411,hh_income,62151
25411,hh_size,2
25411,num_children,0
25412,hh_income,26335
25412,hh_size,5
25412,num_children,3
25423,hh_income,35605
25423,hh_size,1
25423,num_children,0
25439,hh_income,23173
25439,hh_size,2
25439,num_children,1
25448,hh_income,29598
25448,hh_size,3
25448,num_children,0
25449,hh_income,3946
25449,hh_size,1
25449,num_children,0
25452,hh_income,8092
25452,hh_size,1
25452,num_children,0
25455,hh_income,38957
25455,hh_size,1
25455,num_children,0
25458,hh_income,36346
25458,hh_size,2
25458,num_children,0
25465,hh_income,12743
25465,hh_size,1
25465,num_children,0
25466,hh_income,40153
25466,hh_size,1
25466,num_children,0
25470,hh_income,168320
25470,hh_size,4
25470,num_children,2
25483,hh_income,54496
25483,hh_size,1
25483,num_children,0
25485,hh_income,26460
25485,hh_size,3
25485,num_children,1
25487,hh_income,105655
25487,hh_size,6
25487,num_children,3
25509,hh_income,150289
25509,hh_size,4
25509,num_children,2
25514,hh_income,21647
25514,hh_size,1
25514,num_children,0
25523,hh_income,70495
25523,hh_size,4
25523,num_children,2
25527,hh_income,34692
25527,hh_size,1
25527,num_children,0
25529,hh_income,79816
25529,hh_size,3
25529,num_children,2
25536,hh_income,128362
25536,hh_size,2
25536,num_children,0
25537,hh_income,27909
25537,hh_size,2
25537,num_children,1
25543,hh_income,44821
25543,hh_size,3
25543,num_children,1
25545,hh_income,63138
25545,hh_size,1
25545,num_children,0
25548,hh_income,12642
25548,hh_size,3
25548,num_children,0
25553,hh_income,50184
25553,hh_size,1
25553,num_children,0
25554,hh_income,1469
25554,hh_size,1
25554,num_children,0
25555,hh_income,12245
25555,hh_size,1
25555,num_children,0
25557,hh_income,58349
25557,hh_size,4
25557,num_children,1
25561,hh_income,74607
25561,hh_size,3
25561,num_children,0
25563,hh_income,117548
25563,hh_size,4
25563,num_children,1
25572,hh_income,119942
25572,hh_size,1
25572,num_children,0
25583,hh_income,62142
25583,hh_size,1
25583,num_children,0
25591,hh_income,47924
25591,hh_size,3
25591,num_children,0
25596,hh_income,39226
25596,hh_size,1
25596,num_children,0
25601,hh_income,25238
25601,hh_size,3
25601,num_children,2
25607,hh_income,54084
25607,hh_size,2
25607,num_children,0
25608,hh_income,56047
25608,hh_size,1
25608,num_children,0
25611,hh_income,130543
25611,hh_size,4
25611,num_children,2
25613,hh_income,505323
25613,hh_size,1
25613,num_children,0
25614,hh_income,2424
25614,hh_size,1
25614,num_children,0
25618,hh_income,14565
25618,hh_size,1
25618,num_children,0
25621,hh_income,87357
25621,hh_size,2
25621,num_children,0
25623,hh_income,35775
25623,hh_size,1
25623,num_children,0
25625,hh_income,67348
25625,hh_size,2
25625,num_children,0
25626,hh_income,35286
25626,hh_size,1
25626,num_children,0
25627,hh_income,17615
25627,hh_size,1
25627,num_children,0
25629,hh_income,66507
25629,hh_size,2
25629,num_children,0
25630,hh_income,96517
25630,hh_size,2
25630,num_children,0
25633,hh_income,28201
25633,hh_size,1
25633,num_children,0
25654,hh_income,244459
25654,hh_size,4
25654,num_children,2
25661,hh_income,46444
25661,hh_size,2
25661,num_children,0
25665,hh_income,80218
25665,hh_size,3
25665,num_children,2
25682,hh_income,60866
25682,hh_size,5
25682,num_children,3
25685,hh_income,125618
25685,hh_size,2
25685,num_children,0
25690,hh_income,204539
25690,hh_size,4
25690,num_children,2
25691,hh_income,20434
25691,hh_size,4
25691,num_children,2
25694,hh_income,60337
25694,hh_size,3
25694,num_children,1
25704,hh_income,69787
25704,hh_size,2
25704,num_children,0
25715,hh_income,26912
25715,hh_size,2
25715,num_children,0
25716,hh_income,186387
25716,hh_size,2
25716,num_children,0
25722,hh_income,92980
25722,hh_size,2
25722,num_children,0
25725,hh_income,85710
25725,hh_size,2
25725,num_children,0
25728,hh_income,90952
25728,hh_size,4
25728,num_children,2
25729,hh_income,110629
25729,hh_size,2
25729,num_children,0
25731,hh_income,50426
25731,hh_size,3
25731,num_children,1
25732,hh_income,17639
25732,hh_size,3
25732,num_children,1
25767,hh_income,71566
25767,hh_size,2
25767,num_children,0
25768,hh_income,44391
25768,hh_size,2
25768,num_children,0
25772,hh_income,84566
25772,hh_size,4
25772,num_children,2
25780,hh_income,28099
25780,hh_size,1
25780,num_children,0
25793,hh_income,50418
25793,hh_size,4
25793,num_children,2
25802,hh_income,36987
25802,hh_size,5
25802,num_children,1
25805,hh_income,16291
25805,hh_size,1
25805,num_children,0
25807,hh_income,90071
25807,hh_size,1
25807,num_children,0
25808,hh_income,54845
25808,hh_size,4
25808,num_children,1
25812,hh_income,52121
25812,hh_size,3
25812,num_children,0
25814,hh_income,117516
25814,hh_size,4
25814,num_children,2
25816,hh_income,19564
25816,hh_size,7
25816,num_children,3
25817,hh_income,91557
25817,hh_size,4
25817,num_children,2
25819,hh_income,17093
25819,hh_size,1
25819,num_children,0
25822,hh_income,82456
25822,hh_size,4
25822,num_children,2
25830,hh_income,44372
25830,hh_size,2
25830,num_children,0
25841,hh_income,78528
25841,hh_size,3
25841,num_children,0
25844,hh_income,10211
25844,hh_size,1
25844,num_children,0
25847,hh_income,53187
25847,hh_size,1
25847,num_children,0
25854,hh_income,126
25854,hh_size,1
25854,num_children,0
25858,hh_income,59672
25858,hh_size,3
25858,num_children,0
25859,hh_income,52456
25859,hh_size,5
25859,num_children,3
25861,hh_income,14946
25861,hh_size,1
25861,num_children,0
25862,hh_income,125048
25862,hh_size,2
25862,num_children,0
25863,hh_income,97606
25863,hh_size,2
25863,num_children,0
25876,hh_income,79692
25876,hh_size,3
25876,num_children,0
25879,hh_income,12126
25879,hh_size,1
25879,num_children,0
25880,hh_income,4164
25880,hh_size,1
25880,num_children,0
25882,hh_income,358531
25882,hh_size,4
25882,num_children,0
25883,hh_income,73675
25883,hh_size,1
25883,num_children,0
25914,hh_income,175448
25914,hh_size,2
25914,num_children,0
25916,hh_income,50229
25916,hh_size,3
25916,num_children,2
25924,hh_income,9249
25924,hh_size,1
25924,num_children,0
25942,hh_income,35519
25942,hh_size,4
25942,num_children,2
25944,hh_income,10980
25944,hh_size,1
25944,num_children,0
25949,hh_income,81152
25949,hh_size,6
25949,num_children,2
25956,hh_income,34847
25956,hh_size,2
25956,num_children,0
25959,hh_income,105393
25959,hh_size,4
25959,num_children,2
25965,hh_income,57496
25965,hh_size,4
25965,num_children,2
25975,hh_income,58314
25975,hh_size,2
25975,num_children,0
25985,hh_income,26064
25985,hh_size,1
25985,num_children,0
25987,hh_income,35290
25987,hh_size,1
25987,num_children,0
25988,hh_income,34550
25988,hh_size,1
25988,num_children,0
25989,hh_income,29831
25989,hh_size,1
25989,num_children,0
25993,hh_income,103719
25993,hh_size,1
25993,num_children,0
26005,hh_income,40210
26005,hh_size,1
26005,num_children,0
26009,hh_income,55216
26009,hh_size,1
26009,num_children,0
26012,hh_income,30702
26012,hh_size,2
26012,num_children,0
26013,hh_income,117372
26013,hh_size,2
26013,num_children,0
26015,hh_income,14088
26015,hh_size,1
26015,num_children,0
26016,hh_income,17717
26016,hh_size,3
26016,num_children,1
26021,hh_income,71471
26021,hh_size,5
26021,num_children,3
26029,hh_income,64001
26029,hh_size,3
26029,num_children,0
26031,hh_income,120691
26031,hh_size,1
26031,num_children,0
26032,hh_income,246879
26032,hh_size,4
26032,num_children,0
26034,hh_income,265372
26034,hh_size,2
26034,num_children,0
26038,hh_income,81241
26038,hh_size,2
26038,num_children,0
26053,hh_income,82436
26053,hh_size,4
26053,num_children,2
26058,hh_income,28464
26058,hh_size,1
26058,num_children,0
26066,hh_income,66085
26066,hh_size,3
26066,num_children,0
26067,hh_income,116853
26067,hh_size,1
26067,num_children,0
26068,hh_income,119621
26068,hh_size,5
26068,num_children,3
26081,hh_income,61384
26081,hh_size,2
26081,num_children,0
26090,hh_income,68867
26090,hh_size,2
26090,num_children,0
26091,hh_income,32073
26091,hh_size,3
26091,num_children,1
26093,hh_income,38922
26093,hh_size,2
26093,num_children,0
26095,hh_income,107579
26095,hh_size,2
26095,num_children,0
26098,hh_income,45282
26098,hh_size,1
26098,num_children,0
26103,hh_income,167147
26103,hh_size,3
26103,num_children,0
26105,hh_income,47785
26105,hh_size,6
26105,num_children,2
26115,hh_income,18176
26115,hh_size,1
26115,num_children,0
26118,hh_income,52217
26118,hh_size,3
26118,num_children,1
26124,hh_income,48469
26124,hh_size,2
26124,num_children,0
26125,hh_income,40217
26125,hh_size,1
26125,num_children,0
26126,hh_income,47473
26126,hh_size,2
26126,num_children,0
26134,hh_income,244147
26134,hh_size,2
26134,num_children,0
26135,hh_income,21731
26135,hh_size,2
26135,num_children,0
26136,hh_income,51290
26136,hh_size,1
26136,num_children,0
26148,hh_income,148315
26148,hh_size,2
26148,num_children,0
26157,hh_income,70294
26157,hh_size,2
26157,num_children,0
26158,hh_income,104
26158,hh_size,1
26158,num_children,0
26159,hh_income,48348
26159,hh_size,3
26159,num_children,0
26160,hh_income,120884
26160,hh_size,4
26160,num_children,2
26165,hh_income,125901
26165,hh_size,6
26165,num_children,3
26167,hh_income,153431
26167,hh_size,2
26167,num_children,0
26168,hh_income,75404
26168,hh_size,1
26168,num_children,0
26185,hh_income,1349
26185,hh_size,2
26185,num_children,0
26186,hh_income,20133
26186,hh_size,1
26186,num_children,0
26187,hh_income,25005
26187,hh_size,3
26187,num_children,1
26196,hh_income,60465
26196,hh_size,4
26196,num_children,2
26202,hh_income,20161
26202,hh_size,1
26202,num_children,0
26203,hh_income,60267
26203,hh_size,1
26203,num_children,0
26212,hh_income,321073
26212,hh_size,3
26212,num_children,1
26214,hh_income,82554
26214,hh_size,4
26214,num_children,1
26220,hh_income,278685
26220,hh_size,3
26220,num_children,0
26231,hh_income,34339
26231,hh_size,2
26231,num_children,0
26249,hh_income,24236
26249,hh_size,1
26249,num_children,0
26256,hh_income,89972
26256,hh_size,2
26256,num_children,0
26262,hh_income,54307
26262,hh_size,2
26262,num_children,0
26264,hh_income,165392
26264,hh_size,4
26264,num_children,2
26269,hh_income,106486
26269,hh_size,4
26269,num_children,2
26277,hh_income,180449
26277,hh_size,4
26277,num_children,2
26296,hh_income,102369
26296,hh_size,2
26296,num_children,0
26299,hh_income,279511
26299,hh_size,2
26299,num_children,0
26312,hh_income,37809
26312,hh_size,2
26312,num_children,0
26318,hh_income,84497
26318,hh_size,2
26318,num_children,0
26320,hh_income,507008
26320,hh_size,2
26320,num_children,0
26324,hh_income,33324
26324,hh_size,2
26324,num_children,0
26331,hh_income,8937
26331,hh_size,2
26331,num_children,0
26342,hh_income,51097
26342,hh_size,2
26342,num_children,0
26347,hh_income,9992
26347,hh_size,1
26347,num_children,0
26353,hh_income,78435
26353,hh_size,2
26353,num_children,0
26355,hh_income,123790
26355,hh_size,3
26355,num_children,1
26356,hh_income,126276
26356,hh_size,2
26356,num_children,0
26365,hh_income,33726
26365,hh_size,1
26365,num_children,0
26366,hh_income,505433
26366,hh_size,2
26366,num_children,0
26367,hh_income,144510
26367,hh_size,2
26367,num_children,0
26369,hh_income,204
26369,hh_size,1
26369,num_children,0
26378,hh_income,80472
26378,hh_size,5
26378,num_children,3
26382,hh_income,81461
26382,hh_size,2
26382,num_children,0
26384,hh_income,34713
26384,hh_size,2
26384,num_children,0
26389,hh_income,28572
26389,hh_size,2
26389,num_children,0
26395,hh_income,87912
26395,hh_size,5
26395,num_children,0
26401,hh_income,120335
26401,hh_size,4
26401,num_children,2
26402,hh_income,130093
26402,hh_size,1
26402,num_children,0
26416,hh_income,163
26416,hh_size,1
26416,num_children,0
26421,hh_income,29765
26421,hh_size,2
26421,num_children,0
26424,hh_income,65375
26424,hh_size,2
26424,num_children,0
26429,hh_income,151621
26429,hh_size,2
26429,num_children,0
26430,hh_income,23209
26430,hh_size,2
26430,num_children,0
26431,hh_income,179381
26431,hh_size,3
26431,num_children,1
26437,hh_income,150532
26437,hh_size,4
26437,num_children,2
26439,hh_income,87731
26439,hh_size,2
26439,num_children,0
26447,hh_income,86804
26447,hh_size,7
26447,num_children,5
26450,hh_income,62137
26450,hh_size,3
26450,num_children,0
26451,hh_income,20859
26451,hh_size,2
26451,num_children,0
26453,hh_income,123276
26453,hh_size,2
26453,num_children,0
26458,hh_income,8701
26458,hh_size,1
26458,num_children,0
26462,hh_income,11004
26462,hh_size,1
26462,num_children,0
26469,hh_income,25263
26469,hh_size,2
26469,num_children,1
26475,hh_income,14263
26475,hh_size,3
26475,num_children,2
26476,hh_income,106675
26476,hh_size,3
26476,num_children,0
26481,hh_income,146519
26481,hh_size,4
26481,num_children,0
26482,hh_income,46666
26482,hh_size,4
26482,num_children,2
26486,hh_income,140452
26486,hh_size,6
26486,num_children,4
26487,hh_income,140313
26487,hh_size,2
26487,num_children,0
26489,hh_income,5158
26489,hh_size,2
26489,num_children,1
26490,hh_income,147444
26490,hh_size,5
26490,num_children,1
26494,hh_income,44373
26494,hh_size,2
26494,num_children,0
26502,hh_income,118553
26502,hh_size,3
26502,num_children,1
26503,hh_income,4710
26503,hh_size,1
26503,num_children,0
26504,hh_income,20294
26504,hh_size,1
26504,num_children,0
26513,hh_income,18110
26513,hh_size,3
26513,num_children,2
26518,hh_income,80439
26518,hh_size,5
26518,num_children,3
26521,hh_income,35078
26521,hh_size,1
26521,num_children,0
26530,hh_income,27067
26530,hh_size,2
26530,num_children,0
26536,hh_income,44229
26536,hh_size,1
26536,num_children,0
26537,hh_income,80874
26537,hh_size,1
26537,num_children,0
26539,hh_income,34333
26539,hh_size,4
26539,num_children,3
26547,hh_income,120337
26547,hh_size,1
26547,num_children,0
26550,hh_income,45276
26550,hh_size,5
26550,num_children,3
26567,hh_income,23337
26567,hh_size,2
26567,num_children,0
26575,hh_income,297135
26575,hh_size,4
26575,num_children,0
26580,hh_income,20614
26580,hh_size,1
26580,num_children,0
26581,hh_income,69164
26581,hh_size,1
26581,num_children,0
26584,hh_income,91480
26584,hh_size,3
26584,num_children,1
26585,hh_income,91256
26585,hh_size,2
26585,num_children,0
26592,hh_income,13150
26592,hh_size,1
26592,num_children,0
26597,hh_income,160208
26597,hh_size,1
26597,num_children,0
26598,hh_income,70373
26598,hh_size,5
26598,num_children,3
26613,hh_income,80180
26613,hh_size,1
26613,num_children,0
26622,hh_income,54127
26622,hh_size,4
26622,num_children,1
26624,hh_income,20260
26624,hh_size,1
26624,num_children,0
26627,hh_income,38919
26627,hh_size,1
26627,num_children,0
26631,hh_income,26386
26631,hh_size,2
26631,num_children,0
26635,hh_income,2086
26635,hh_size,1
26635,num_children,0
26637,hh_income,87468
26637,hh_size,2
26637,num_children,0
26640,hh_income,458
26640,hh_size,2
26640,num_children,0
26647,hh_income,64873
26647,hh_size,2
26647,num_children,0
26652,hh_income,53456
26652,hh_size,1
26652,num_children,0
26667,hh_income,12592
26667,hh_size,3
26667,num_children,2
26671,hh_income,74556
26671,hh_size,3
26671,num_children,0
26672,hh_income,146288
26672,hh_size,2
26672,num_children,0
26673,hh_income,750412
26673,hh_size,4
26673,num_children,2
26676,hh_income,120208
26676,hh_size,1
26676,num_children,0
26678,hh_income,19063
26678,hh_size,1
26678,num_children,0
26687,hh_income,77303
26687,hh_size,2
26687,num_children,0
26693,hh_income,51835
26693,hh_size,3
26693,num_children,0
26700,hh_income,262
26700,hh_size,3
26700,num_children,2
26702,hh_income,30582
26702,hh_size,4
26702,num_children,2
26704,hh_income,110881
26704,hh_size,6
26704,num_children,2
26710,hh_income,16224
26710,hh_size,2
26710,num_children,0
26713,hh_income,76355
26713,hh_size,3
26713,num_children,1
26716,hh_income,120506
26716,hh_size,4
26716,num_children,2
26717,hh_income,28292
26717,hh_size,1
26717,num_children,0
26725,hh_income,10141
26725,hh_size,1
26725,num_children,0
26726,hh_income,41282
26726,hh_size,3
26726,num_children,0
26729,hh_income,73001
26729,hh_size,2
26729,num_children,0
26731,hh_income,708034
26731,hh_size,3
26731,num_children,0
26734,hh_income,154737
26734,hh_size,6
26734,num_children,3
26737,hh_income,115464
26737,hh_size,4
26737,num_children,2
26741,hh_income,29722
26741,hh_size,1
26741,num_children,0
26742,hh_income,85197
26742,hh_size,1
26742,num_children,0
26744,hh_income,28860
26744,hh_size,1
26744,num_children,0
26746,hh_income,18767
26746,hh_size,1
26746,num_children,0
26750,hh_income,310
26750,hh_size,1
26750,num_children,0
26757,hh_income,9295
26757,hh_size,3
26757,num_children,1
26762,hh_income,26667
26762,hh_size,1
26762,num_children,0
26769,hh_income,99390
26769,hh_size,3
26769,num_children,1
26774,hh_income,44326
26774,hh_size,2
26774,num_children,0
26776,hh_income,79822
26776,hh_size,1
26776,num_children,0
26800,hh_income,31520
26800,hh_size,4
26800,num_children,2
26811,hh_income,140461
26811,hh_size,2
26811,num_children,0
26812,hh_income,90431
26812,hh_size,2
26812,num_children,0
26820,hh_income,19333
26820,hh_size,1
26820,num_children,0
26822,hh_income,41072
26822,hh_size,3
26822,num_children,0
26824,hh_income,2811
26824,hh_size,1
26824,num_children,0
26838,hh_income,74327
26838,hh_size,3
26838,num_children,0
26839,hh_income,15964
26839,hh_size,4
26839,num_children,2
26855,hh_income,130320
26855,hh_size,3
26855,num_children,1
26863,hh_income,85612
26863,hh_size,2
26863,num_children,0
26865,hh_income,57500
26865,hh_size,2
26865,num_children,0
26866,hh_income,13846
26866,hh_size,1
26866,num_children,0
26873,hh_income,78666
26873,hh_size,2
26873,num_children,0
26881,hh_income,7562
26881,hh_size,4
26881,num_children,2
26884,hh_income,200211
26884,hh_size,3
26884,num_children,1
26886,hh_income,400429
26886,hh_size,2
26886,num_children,0
26891,hh_income,17436
26891,hh_size,5
26891,num_children,3
26892,hh_income,36379
26892,hh_size,1
26892,num_children,0
26898,hh_income,74227
26898,hh_size,1
26898,num_children,0
26900,hh_income,19875
26900,hh_size,2
26900,num_children,0
26908,hh_income,42531
26908,hh_size,5
26908,num_children,1
26909,hh_income,15225
26909,hh_size,1
26909,num_children,0
26912,hh_income,94463
26912,hh_size,3
26912,num_children,1
26913,hh_income,49499
26913,hh_size,2
26913,num_children,0
26918,hh_income,147372
26918,hh_size,5
26918,num_children,3
26930,hh_income,203
26930,hh_size,1
26930,num_children,0
26932,hh_income,10398
26932,hh_size,2
26932,num_children,0
26945,hh_income,97757
26945,hh_size,3
26945,num_children,0
26948,hh_income,26181
26948,hh_size,1
26948,num_children,0
26965,hh_income,135586
26965,hh_size,3
26965,num_children,0
26966,hh_income,125240
26966,hh_size,2
26966,num_children,0
26967,hh_income,115031
26967,hh_size,2
26967,num_children,0
26969,hh_income,60200
26969,hh_size,1
26969,num_children,0
26970,hh_income,175
26970,hh_size,1
26970,num_children,0
26971,hh_income,4610
26971,hh_size,3
26971,num_children,1
26975,hh_income,24170
26975,hh_size,5
26975,num_children,2
26990,hh_income,166295
26990,hh_size,2
26990,num_children,0
26994,hh_income,90344
26994,hh_size,2
26994,num_children,0
27010,hh_income,56241
27010,hh_size,2
27010,num_children,0
27011,hh_income,47342
27011,hh_size,2
27011,num_children,0
27017,hh_income,215381
27017,hh_size,4
27017,num_children,2
27028,hh_income,582402
27028,hh_size,2
27028,num_children,0
27033,hh_income,95379
27033,hh_size,5
27033,num_children,3
27039,hh_income,40419
27039,hh_size,2
27039,num_children,0
27049,hh_income,70847
27049,hh_size,6
27049,num_children,2
27052,hh_income,100543
27052,hh_size,2
27052,num_children,0
27055,hh_income,91475
27055,hh_size,2
27055,num_children,0
27057,hh_income,192428
27057,hh_size,4
27057,num_children,2
27059,hh_income,77454
27059,hh_size,3
27059,num_children,1
27062,hh_income,140726
27062,hh_size,2
27062,num_children,0
27063,hh_income,41415
27063,hh_size,4
27063,num_children,2
27069,hh_income,97676
27069,hh_size,4
27069,num_children,2
27071,hh_income,42241
27071,hh_size,2
27071,num_children,1
27074,hh_income,10662
27074,hh_size,1
27074,num_children,0
27080,hh_income,12052
27080,hh_size,1
27080,num_children,0
27089,hh_income,74895
27089,hh_size,2
27089,num_children,0
27092,hh_income,18172
27092,hh_size,5
27092,num_children,4
27093,hh_income,37061
27093,hh_size,4
27093,num_children,2
27098,hh_income,149587
27098,hh_size,3
27098,num_children,0
27100,hh_income,14977
27100,hh_size,1
27100,num_children,0
27102,hh_income,196471
27102,hh_size,3
27102,num_children,0
27109,hh_income,33201
27109,hh_size,2
27109,num_children,0
27110,hh_income,21791
27110,hh_size,1
27110,num_children,0
27121,hh_income,73374
27121,hh_size,3
27121,num_children,1
27128,hh_income,75413
27128,hh_size,3
27128,num_children,1
27132,hh_income,96676
27132,hh_size,3
27132,num_children,0
27134,hh_income,60189
27134,hh_size,4
27134,num_children,0
27135,hh_income,116221
27135,hh_size,1
27135,num_children,0
27149,hh_income,110285
27149,hh_size,2
27149,num_children,0
27151,hh_income,15088
27151,hh_size,1
27151,num_children,0
27153,hh_income,565411
27153,hh_size,4
27153,num_children,2
27157,hh_income,132395
27157,hh_size,2
27157,num_children,0
27162,hh_income,158882
27162,hh_size,4
27162,num_children,2
27175,hh_income,2778
27175,hh_size,1
27175,num_children,0
27192,hh_income,1800
27192,hh_size,1
27192,num_children,0
27197,hh_income,52175
27197,hh_size,1
27197,num_children,0
27208,hh_income,44897
27208,hh_size,2
27208,num_children,0
27216,hh_income,19523
27216,hh_size,2
27216,num_children,0
27217,hh_income,20248
27217,hh_size,1
27217,num_children,0
27224,hh_income,39691
27224,hh_size,4
27224,num_children,0
27229,hh_income,95291
27229,hh_size,2
27229,num_children,0
27230,hh_income,112405
27230,hh_size,2
27230,num_children,0
27235,hh_income,4252
27235,hh_size,1
27235,num_children,0
27241,hh_income,15251
27241,hh_size,1
27241,num_children,0
27245,hh_income,29693
27245,hh_size,1
27245,num_children,0
27246,hh_income,47271
27246,hh_size,3
27246,num_children,1
27250,hh_income,54465
27250,hh_size,2
27250,num_children,0
27264,hh_income,61092
27264,hh_size,1
27264,num_children,0
27265,hh_income,107382
27265,hh_size,4
27265,num_children,2
27266,hh_income,10685
27266,hh_size,1
27266,num_children,0
27267,hh_income,19618
27267,hh_size,3
27267,num_children,1
27272,hh_income,109318
27272,hh_size,4
27272,num_children,2
27277,hh_income,257502
27277,hh_size,2
27277,num_children,0
27279,hh_income,9243
27279,hh_size,1
27279,num_children,0
27280,hh_income,165431
27280,hh_size,6
27280,num_children,4
27283,hh_income,122865
27283,hh_size,4
27283,num_children,0
27287,hh_income,57397
27287,hh_size,5
27287,num_children,3
27290,hh_income,175602
27290,hh_size,4
27290,num_children,2
27298,hh_income,348190
27298,hh_size,2
27298,num_children,0
27314,hh_income,120482
27314,hh_size,2
27314,num_children,0
27315,hh_income,20727
27315,hh_size,4
27315,num_children,2
27319,hh_income,110209
27319,hh_size,1
27319,num_children,0
27326,hh_income,12530
27326,hh_size,2
27326,num_children,0
27332,hh_income,10264
27332,hh_size,1
27332,num_children,0
27334,hh_income,131963
27334,hh_size,3
27334,num_children,1
27336,hh_income,104690
27336,hh_size,2
27336,num_children,0
27338,hh_income,55186
27338,hh_size,2
27338,num_children,1
27340,hh_income,19074
27340,hh_size,2
27340,num_children,0
27342,hh_income,87439
27342,hh_size,2
27342,num_children,0
27350,hh_income,78484
27350,hh_size,4
27350,num_children,1
27353,hh_income,90368
27353,hh_size,2
27353,num_children,0
27361,hh_income,50168
27361,hh_size,1
27361,num_children,0
27363,hh_income,45688
27363,hh_size,1
27363,num_children,0
27375,hh_income,25600
27375,hh_size,1
27375,num_children,0
27379,hh_income,295100
27379,hh_size,5
27379,num_children,0
27382,hh_income,133609
27382,hh_size,3
27382,num_children,0
27406,hh_income,24878
27406,hh_size,5
27406,num_children,3
27414,hh_income,28995
27414,hh_size,1
27414,num_children,0
27419,hh_income,202223
27419,hh_size,3
27419,num_children,1
27424,hh_income,50649
27424,hh_size,2
27424,num_children,0
27425,hh_income,84426
27425,hh_size,3
27425,num_children,0
27429,hh_income,47112
27429,hh_size,1
27429,num_children,0
27434,hh_income,5030
27434,hh_size,4
27434,num_children,3
27437,hh_income,155880
27437,hh_size,3
27437,num_children,0
27445,hh_income,137319
27445,hh_size,4
27445,num_children,2
27453,hh_income,109453
27453,hh_size,2
27453,num_children,0
27455,hh_income,167336
27455,hh_size,5
27455,num_children,3
27468,hh_income,81965
27468,hh_size,3
27468,num_children,0
27470,hh_income,7601
27470,hh_size,2
27470,num_children,1
27492,hh_income,525377
27492,hh_size,5
27492,num_children,3
27497,hh_income,109852
27497,hh_size,2
27497,num_children,1
27500,hh_income,133479
27500,hh_size,4
27500,num_children,2
27507,hh_income,135060
27507,hh_size,6
27507,num_children,4
27508,hh_income,63196
27508,hh_size,4
27508,num_children,3
27511,hh_income,35846
27511,hh_size,2
27511,num_children,0
27512,hh_income,31520
27512,hh_size,2
27512,num_children,0
27522,hh_income,10408
27522,hh_size,1
27522,num_children,0
27526,hh_income,34795
27526,hh_size,3
27526,num_children,0
27535,hh_income,21304
27535,hh_size,1
27535,num_children,0
27537,hh_income,79242
27537,hh_size,2
